StateAbbr,StateDesc,CountyName,CountyFIPS,TotalPopulation,DIABETES_CrudePrev,OBESITY_CrudePrev,ACCESS2_CrudePrev,CSMOKING_CrudePrev,FOODINSECU_CrudePrev,Geolocation
RI,Rhode Island,Bristol,44001,50255,9.8,25.6,5.0,10.1,8.3,POINT (-71.2838312167734 41.7116722829228)
HI,Hawaii,Kauai,15007,73851,12.0,23.9,6.3,12.0,16.5,POINT (-159.595749637273 22.0397848673141)
LA,Louisiana,Claiborne,22027,13670,22.8,48.5,13.2,25.7,37.8,POINT (-92.9955991395091 32.8227827066937)
TN,Tennessee,Montgomery,47125,239872,10.8,38.4,11.7,15.6,,POINT (-87.3824869108928 36.4969867160053)
MI,Michigan,Mackinac,26097,10851,16.4,41.2,7.3,17.7,17.8,POINT (-85.0773421466224 46.0788072848998)
TX,Texas,Sutton,48435,3221,17.4,38.3,27.2,14.0,,POINT (-100.538201377694 30.4985662251929)
MT,Montana,Petroleum,30069,554,12.4,32.9,8.5,13.9,10.1,POINT (-108.250390746347 47.1176566634975)
MN,Minnesota,Todd,27153,25667,13.3,39.3,10.4,17.8,14.3,POINT (-94.8976639086331 46.0705781596942)
OH,Ohio,Preble,39135,40556,13.4,39.7,7.5,17.0,12.1,POINT (-84.647965894182 39.7415985069018)
MI,Michigan,Montcalm,26117,68154,12.4,42.5,8.3,18.3,16.7,POINT (-85.1525304678967 43.310886147991)
IN,Indiana,Clinton,18023,32730,13.4,40.2,11.6,17.5,16.1,POINT (-86.4752323334524 40.3017954369389)
GA,Georgia,Habersham,13137,48757,12.9,32.2,15.2,15.0,16.0,POINT (-83.530457749718 34.6306391700714)
WV,West Virginia,Raleigh,54081,72356,17.7,43.1,9.5,20.5,19.3,POINT (-81.2481375065092 37.771281087791)
NE,Nebraska,Thayer,31169,4829,13.2,40.0,8.5,15.0,12.0,POINT (-97.5950617652115 40.176220357264)
NC,North Carolina,Chatham,37037,81624,12.9,30.1,9.3,11.5,11.3,POINT (-79.2552206168112 35.7026752604208)
IA,Iowa,Johnson,19103,157528,8.8,30.4,6.3,10.9,10.9,POINT (-91.5877414061848 41.6715310242667)
FL,Florida,Bay,12005,190769,11.9,33.4,12.5,14.6,,POINT (-85.6200626409611 30.2651404769141)
MO,Missouri,Ray,29177,23182,13.3,39.6,9.1,18.7,13.5,POINT (-93.9899558528202 39.352257627708)
KS,Kansas,Saline,20169,53098,12.1,41.1,10.1,15.1,13.0,POINT (-97.6497286926184 38.7838683531129)
TX,Texas,Williamson,48491,697191,9.8,32.6,12.2,9.9,,POINT (-97.6002801376072 30.6477494421496)
TX,Texas,Kaufman,48257,185690,11.2,38.0,16.8,14.0,,POINT (-96.2878987392596 32.5994523477795)
CO,Colorado,Mineral,8079,944,10.5,25.7,6.9,10.5,,POINT (-106.924191432374 37.6695585907141)
CA,California,San Francisco,6075,808988,10.2,17.2,6.3,8.8,12.1,POINT (-122.439681175401 37.7566838021847)
MN,Minnesota,Yellow Medicine,27173,9467,12.4,38.8,8.5,16.0,12.6,POINT (-95.8684089442887 44.7162127267714)
MN,Minnesota,Marshall,27089,8810,12.1,39.0,8.2,15.3,11.4,POINT (-96.3693644206458 48.3582450126042)
OR,Oregon,Yamhill,41071,108644,11.2,37.0,9.4,11.8,,POINT (-123.307698971686 45.2327424414687)
MN,Minnesota,Kittson,27069,4060,12.5,34.0,7.0,14.3,10.2,POINT (-96.7825568052837 48.7768126133246)
NC,North Carolina,Henderson,37089,119230,12.5,30.3,9.9,12.7,11.4,POINT (-82.4800088797413 35.336054724191)
GA,Georgia,Taliaferro,13265,1609,21.7,41.7,15.8,18.1,25.6,POINT (-82.8790113876123 33.565904432115)
WI,Wisconsin,Sawyer,55113,18552,15.2,34.3,7.6,17.3,13.4,POINT (-91.1445791569221 45.8800079322517)
MO,Missouri,Vernon,29217,19710,14.3,37.8,10.1,20.5,16.6,POINT (-94.3421893986098 37.8506373208135)
IN,Indiana,LaGrange,18087,40907,12.4,39.6,12.0,19.6,16.6,POINT (-85.4265637705832 41.6425933289659)
ID,Idaho,Jefferson,16051,34198,9.1,33.1,10.2,12.2,11.9,POINT (-112.311047195538 43.8201624900105)
IL,Illinois,Winnebago,17201,280922,13.9,42.0,10.7,15.5,18.4,POINT (-89.1608960279273 42.3363195500472)
TN,Tennessee,Pickett,47137,5128,19.1,41.8,13.4,23.5,,POINT (-85.0749592022297 36.5584729909283)
MI,Michigan,Alger,26003,8757,13.2,36.1,7.0,16.0,14.1,POINT (-86.6040533019625 46.4090255206874)
MO,Missouri,Lincoln,29113,64699,11.1,39.9,8.7,17.6,12.2,POINT (-90.9596887907671 39.0579189378676)
NC,North Carolina,Wake,37183,1190275,9.5,29.3,7.9,9.6,10.3,POINT (-78.6503446201168 35.7900594036584)
IA,Iowa,Sioux,19167,36246,9.8,33.0,7.9,12.9,10.6,POINT (-96.1778115096581 43.0825131009623)
OK,Oklahoma,Garvin,40049,25865,14.1,38.6,12.0,19.2,19.8,POINT (-97.30936420479 34.704567177109)
VA,Virginia,Charlotte,51037,11336,18.6,42.6,11.2,19.2,21.2,POINT (-78.6615588709097 37.0116629163549)
LA,Louisiana,Lafourche,22057,95056,14.7,47.2,9.2,19.1,21.4,POINT (-90.4179690905078 29.5570625348837)
OH,Ohio,Ross,39141,76501,15.0,44.3,9.3,19.8,16.3,POINT (-83.0572216272589 39.3374905467001)
NV,Nevada,Storey,32029,4177,12.4,31.6,8.7,12.1,9.9,POINT (-119.529150600502 39.4468644134962)
TN,Tennessee,Unicoi,47171,17756,16.5,39.3,13.1,21.4,,POINT (-82.432207470715 36.1107828188125)
OH,Ohio,Monroe,39111,13153,16.1,40.4,8.7,20.0,15.5,POINT (-81.08292876066 39.7273484694683)
MI,Michigan,Jackson,26075,159424,12.5,39.2,7.1,15.4,14.7,POINT (-84.4234055669282 42.2484713310932)
NY,New York,Herkimer,36043,59484,11.3,37.0,5.9,14.6,13.1,POINT (-74.9623467621732 43.4192751435735)
NH,New Hampshire,Merrimack,33013,157103,9.1,33.2,6.7,10.6,9.3,POINT (-71.6802740843707 43.2974200794991)
MI,Michigan,Gogebic,26053,14224,15.2,37.0,6.5,16.6,14.5,POINT (-89.6944063949911 46.4088918363673)
WY,Wyoming,Campbell,56005,47498,9.9,35.9,12.5,15.3,,POINT (-105.548057845911 44.2485738556036)
VA,Virginia,Roanoke,51770,97171,15.1,42.0,10.7,16.5,19.0,POINT (-79.9590934003992 37.2785531189904)
WA,Washington,Whatcom,53073,231919,8.8,26.5,7.8,10.8,,POINT (-121.720925963031 48.82579127542)
CT,Connecticut,Western Connecticut,9190,623907,8.5,24.7,9.9,8.5,12.0,POINT (-73.4471607445243 41.3202363326839)
SD,South Dakota,Codington,46029,28971,12.1,35.9,8.7,16.2,,POINT (-97.1886093764611 44.9776548156647)
IL,Illinois,Logan,17107,27590,11.6,38.5,8.5,15.1,14.6,POINT (-89.3675561148044 40.1245688987964)
TX,Texas,Crockett,48105,2858,16.5,37.7,28.2,14.3,,POINT (-101.412113870434 30.7229410965866)
KS,Kansas,Marshall,20117,9933,13.0,37.4,9.0,17.3,12.6,POINT (-96.5228530334659 39.7835675484083)
UT,Utah,Uintah,49047,37747,10.5,35.5,11.3,12.6,15.8,POINT (-109.518214766967 40.1263394843782)
MO,Missouri,Jefferson,29099,231230,11.2,40.3,7.9,16.5,11.2,POINT (-90.5375806514016 38.2609550920891)
NJ,New Jersey,Sussex,34037,146132,9.5,26.9,8.3,11.2,9.7,POINT (-74.6909743887244 41.139262339861)
NC,North Carolina,Montgomery,37123,26085,15.1,38.7,13.5,16.4,18.8,POINT (-79.9051746925854 35.3323223366211)
TX,Texas,Maverick,48323,57762,17.8,43.9,38.8,14.2,,POINT (-100.314712849435 28.7428098080627)
NM,New Mexico,Do̱a Ana,35013,225210,13.7,35.9,19.7,12.1,24.5,POINT (-106.832682203524 32.3526405105142)
AR,Arkansas,Marion,5089,17514,16.4,37.9,10.5,18.0,16.6,POINT (-92.6845075082366 36.2686505271229)
IL,Illinois,DeKalb,17037,100288,10.3,35.1,9.2,12.6,15.5,POINT (-88.7703233242501 41.8935375511825)
VA,Virginia,Rappahannock,51157,7414,14.7,35.2,7.8,13.5,10.6,POINT (-78.159292067315 38.6849722358057)
VA,Virginia,Chesterfield,51041,383876,12.4,36.4,8.2,11.5,12.0,POINT (-77.5871385753694 37.3786618867892)
MN,Minnesota,Chisago,27025,58535,10.3,36.5,7.0,14.8,10.2,POINT (-92.9083366954259 45.5024406813939)
SC,South Carolina,Spartanburg,45083,356698,13.5,37.9,13.0,14.2,18.3,POINT (-81.9908502250107 34.9311754038617)
MN,Minnesota,Polk,27119,30412,11.3,39.4,8.3,15.3,12.6,POINT (-96.4022896934934 47.7739940017747)
WA,Washington,Klickitat,53039,23589,11.7,32.9,9.1,12.1,,POINT (-120.788868345248 45.8738600681984)
LA,Louisiana,Bienville,22013,12366,22.1,47.5,10.8,23.8,33.2,POINT (-93.0560190684413 32.3471705711306)
TX,Texas,Pecos,48371,14623,16.5,40.2,31.1,15.8,,POINT (-102.723568115206 30.7808656738658)
NC,North Carolina,Rockingham,37157,92518,14.5,37.3,11.7,17.3,17.8,POINT (-79.7749885459399 36.3960168778977)
MA,Massachusetts,Middlesex,25017,1623952,8.5,23.8,4.0,9.1,9.5,POINT (-71.3919058370361 42.4853611024069)
NY,New York,Madison,36053,66921,10.3,36.4,5.3,12.5,11.5,POINT (-75.6696833726814 42.9129886725057)
IN,Indiana,Grant,18053,66200,15.2,41.1,9.1,17.8,17.0,POINT (-85.6547339794177 40.5158942573757)
KS,Kansas,Sherman,20181,5844,12.3,38.2,10.3,15.1,12.5,POINT (-101.719768412866 39.3514737729657)
GA,Georgia,Bryan,13029,49739,10.0,33.5,10.6,12.3,12.1,POINT (-81.4437379812069 32.0137075119901)
TX,Texas,Montague,48337,21598,13.4,35.0,14.1,15.7,,POINT (-97.7244465016151 33.6754382941616)
MO,Missouri,Callaway,29027,44731,11.9,36.9,8.6,16.7,13.0,POINT (-91.925954260118 38.8352368273699)
AL,Alabama,Cherokee,1019,25666,16.0,39.5,10.0,17.5,16.9,POINT (-85.6038430238838 34.1758355642538)
MO,Missouri,Stoddard,29207,28397,14.2,37.6,10.8,21.6,17.0,POINT (-89.9444502071188 36.8556400328536)
TX,Texas,Moore,48341,21190,14.9,39.0,29.3,15.7,,POINT (-101.893022217269 35.8377251925655)
MS,Mississippi,Hancock,28045,46159,14.3,37.3,9.7,15.7,14.6,POINT (-89.4885165898975 30.4158062648013)
CA,California,Alpine,6003,1141,11.6,28.4,5.7,11.0,10.9,POINT (-119.820667930537 38.5974751291386)
TN,Tennessee,Smith,47159,20538,13.5,39.1,11.7,19.7,,POINT (-85.9555794169535 36.2506836726101)
WI,Wisconsin,Rusk,55107,14143,14.9,41.1,8.4,17.5,13.4,POINT (-91.1334553337081 45.475051704817)
NE,Nebraska,Cheyenne,31033,9541,12.9,34.7,9.6,15.1,12.7,POINT (-102.995099503989 41.2196047468942)
MO,Missouri,Lewis,29111,9818,12.7,36.6,9.7,18.8,15.6,POINT (-91.7217913328164 40.0967025605476)
FL,Florida,Washington,12133,25602,15.1,40.1,15.7,19.5,,POINT (-85.6657307170342 30.6106026849538)
NY,New York,Schuyler,36097,17507,12.4,31.7,6.0,15.1,13.9,POINT (-76.8743925413877 42.3934659710381)
TX,Texas,San Augustine,48405,7833,20.9,43.5,17.5,21.8,,POINT (-94.1681043693853 31.3946415089641)
TX,Texas,Henderson,48213,86158,14.5,35.4,14.9,16.1,,POINT (-95.8540770881773 32.2120534622244)
AL,Alabama,Pickens,1107,18688,18.0,48.0,13.4,18.7,26.7,POINT (-88.0891310718596 33.2807870081005)
LA,Louisiana,Iberville,22047,29617,16.5,43.0,10.2,18.9,26.3,POINT (-91.348393128899 30.2581019680105)
TX,Texas,Rusk,48401,53079,13.9,37.5,16.9,16.1,,POINT (-94.7618224818731 32.1079744041474)
NE,Nebraska,Nemaha,31127,7076,11.7,40.7,9.1,14.8,12.7,POINT (-95.8497433816405 40.387810513617)
FL,Florida,Lee,12071,834573,14.5,30.4,15.7,11.9,,POINT (-81.8411895295692 26.5781570199388)
VA,Virginia,Grayson,51077,15285,17.5,41.1,11.5,19.8,18.5,POINT (-81.2244151028584 36.6563298243171)
TX,Texas,Bee,48025,30850,13.9,39.2,27.7,14.8,,POINT (-97.7408777176847 28.4172095531903)
CO,Colorado,Conejos,8021,7521,13.8,30.3,18.8,13.0,,POINT (-106.191375072993 37.2006625600038)
AR,Arkansas,Pope,5115,64593,12.7,44.6,12.1,16.4,18.4,POINT (-93.034485700416 35.4480772563332)
WI,Wisconsin,Wood,55141,73939,12.6,40.0,7.9,15.5,11.8,POINT (-90.0414727602816 44.4553501743957)
WI,Wisconsin,Kewaunee,55061,20690,12.1,41.3,7.5,14.7,10.5,POINT (-87.615398797136 44.5161730950219)
ID,Idaho,Teton,16081,12549,9.2,32.0,9.6,10.7,10.4,POINT (-111.207859193673 43.7599479101645)
AR,Arkansas,Hot Spring,5059,33258,13.9,37.1,11.3,18.6,19.0,POINT (-92.9452244629986 34.31776968917)
IA,Iowa,Poweshiek,19157,18453,11.4,40.5,7.0,14.7,11.8,POINT (-92.5320731116848 41.6861148866249)
IL,Illinois,Clinton,17027,36785,11.3,40.2,7.5,14.0,12.2,POINT (-89.4224176288435 38.6065114083413)
NV,Nevada,Humboldt,32013,17136,11.5,36.2,14.0,15.6,17.0,POINT (-118.112100864321 41.4067831316237)
IN,Indiana,Wabash,18169,30670,13.8,38.1,8.0,16.8,13.3,POINT (-85.7939718654264 40.8457345000907)
TX,Texas,Howard,48227,30554,13.7,38.4,23.5,15.1,,POINT (-101.435539631592 32.3062566921311)
GA,Georgia,Clinch,13065,6746,17.3,41.9,16.7,21.2,26.2,POINT (-82.7062098247415 30.9148775167837)
LA,Louisiana,Assumption,22007,20160,16.7,38.4,10.0,20.5,24.6,POINT (-91.0607012299689 29.9024260471605)
GA,Georgia,Peach,13225,28805,14.9,39.3,13.7,14.3,20.5,POINT (-83.8278402405427 32.5679570126366)
WV,West Virginia,Doddridge,54017,7680,16.4,41.0,9.8,21.5,17.0,POINT (-80.7064287510437 39.2695178781485)
KS,Kansas,Wallace,20199,1509,13.7,36.6,9.7,15.5,12.3,POINT (-101.76373465007 38.9169062823761)
WI,Wisconsin,Dane,55025,575347,8.2,32.4,6.6,9.8,9.3,POINT (-89.4182987616557 43.0672933058535)
WI,Wisconsin,Menominee,55078,4226,18.2,45.4,9.6,23.4,27.2,POINT (-88.7096965521104 45.0042842747803)
WV,West Virginia,Marshall,54051,29405,16.4,37.5,8.1,20.4,14.8,POINT (-80.663378341193 39.860535240966)
IA,Iowa,Monona,19133,8493,13.1,42.2,7.3,16.3,12.4,POINT (-95.959786390742 42.0515364416231)
MN,Minnesota,Washington,27163,278936,10.3,32.5,5.8,10.9,8.4,POINT (-92.883874636156 45.0391448489101)
AZ,Arizona,Santa Cruz,4023,49158,15.5,34.2,25.7,11.6,25.9,POINT (-110.846572235272 31.525984062461)
FL,Florida,Calhoun,12013,13470,15.2,40.0,16.8,20.2,,POINT (-85.1966088008131 30.4060465608031)
MO,Missouri,Platte,29165,111940,10.0,37.0,7.0,12.1,9.4,POINT (-94.7737122798575 39.3801790382148)
GA,Georgia,Johnson,13167,9282,18.0,43.5,17.4,21.5,25.9,POINT (-82.6605256658153 32.7014019647725)
TN,Tennessee,Grundy,47061,13955,16.5,40.6,14.1,24.2,,POINT (-85.7224804796809 35.3885246221365)
MO,Missouri,Bollinger,29017,10544,14.1,39.3,9.9,20.6,15.1,POINT (-90.0259747684384 37.3221174856419)
UT,Utah,Sevier,49041,22344,10.5,36.4,9.6,10.4,12.3,POINT (-111.804891080022 38.7476963024035)
NE,Nebraska,Douglas,31055,589540,9.8,36.9,10.3,13.4,13.1,POINT (-96.1549052296409 41.2954415594743)
IA,Iowa,Webster,19187,36485,11.8,41.2,8.0,16.0,13.2,POINT (-94.1817626829124 42.4278438783846)
MN,Minnesota,Clay,27027,66258,9.3,32.9,7.2,13.7,12.1,POINT (-96.4906460318929 46.8923234206487)
LA,Louisiana,St. Helena,22091,10774,19.8,42.7,10.6,21.8,31.7,POINT (-90.7103615231255 30.8217054446814)
WY,Wyoming,Washakie,56043,7710,13.7,33.3,13.6,15.4,,POINT (-107.682609867855 43.9044572012832)
VA,Virginia,Mathews,51115,8514,15.2,35.1,7.4,13.1,10.5,POINT (-76.3419069440934 37.436459518715)
ND,North Dakota,Nelson,38063,2991,12.4,39.6,6.9,13.2,9.2,POINT (-98.1920698897068 47.9216773159299)
GA,Georgia,Miller,13201,5747,17.8,41.8,14.2,17.8,21.5,POINT (-84.7307899902966 31.1637772437538)
MN,Minnesota,Martin,27091,19657,13.0,36.3,8.4,15.6,12.3,POINT (-94.5511409161961 43.6742958241115)
AR,Arkansas,Cleveland,5025,7378,15.0,42.4,10.1,17.7,17.5,POINT (-92.1849717548295 33.8983818787189)
NC,North Carolina,Person,37145,39737,14.9,38.8,10.8,16.2,17.8,POINT (-78.9717598158032 36.3900143908706)
NC,North Carolina,Johnston,37101,241955,11.6,35.1,11.4,14.2,15.2,POINT (-78.365753932271 35.5179210737528)
CA,California,San Joaquin,6077,800965,12.3,30.7,12.8,12.6,21.1,POINT (-121.271085290011 37.9345365020323)
NE,Nebraska,Banner,31007,674,13.1,38.5,8.9,12.8,10.4,POINT (-103.711073037199 41.5463470033044)
WV,West Virginia,Clay,54015,7783,18.8,41.9,10.2,24.3,20.4,POINT (-81.0752406360222 38.4623271616957)
SC,South Carolina,Barnwell,45011,20447,19.4,44.2,15.9,19.5,30.5,POINT (-81.4351515831386 33.2660126385425)
FL,Florida,Franklin,12037,12594,15.3,32.3,13.9,16.6,,POINT (-84.8178572043759 29.8620925999962)
MI,Michigan,Montmorency,26119,9678,16.5,38.6,7.0,18.3,15.2,POINT (-84.1276827424359 45.0275595027839)
KS,Kansas,Jefferson,20087,18327,11.3,34.7,7.5,14.6,9.6,POINT (-95.3833179151463 39.2355119930343)
AK,Alaska,Haines,2100,2070,10.8,34.0,7.7,13.8,10.4,POINT (-135.500167586106 59.119335495324)
ID,Idaho,Adams,16003,4903,13.9,34.2,9.8,14.3,12.8,POINT (-116.454153346478 44.8894249014411)
IN,Indiana,Morgan,18109,73227,13.4,37.8,7.6,16.3,12.3,POINT (-86.4459386323054 39.4815379764524)
TX,Texas,Cherokee,48073,52217,14.7,35.7,19.1,16.9,,POINT (-95.1654294685663 31.8369558998934)
VA,Virginia,Bedford,51019,81525,13.5,36.9,7.2,13.2,10.3,POINT (-79.5245292993253 37.3148868360587)
ME,Maine,Franklin,23007,30828,11.3,34.6,8.2,15.6,12.3,POINT (-70.4442282029736 44.9739850873463)
WI,Wisconsin,Pepin,55091,7441,12.4,36.6,7.2,14.2,10.0,POINT (-92.0018752649712 44.5828765257837)
NE,Nebraska,Stanton,31167,5856,11.5,39.8,8.7,13.6,10.4,POINT (-97.1939060618896 41.9169600169038)
CA,California,Contra Costa,6013,1155025,11.3,28.0,7.8,9.3,13.2,POINT (-121.927326815652 37.9192010440958)
MS,Mississippi,Prentiss,28117,25135,13.9,40.5,11.0,17.5,18.8,POINT (-88.5199550587624 34.6182002336868)
GA,Georgia,Warren,13301,5106,20.2,43.5,15.3,18.6,26.6,POINT (-82.6765133555302 33.4084998133757)
IL,Illinois,Perry,17145,20503,13.2,40.7,10.2,17.4,17.7,POINT (-89.3668215059706 38.084140587643)
VA,Virginia,King and Queen,51097,6720,17.0,40.7,9.5,16.4,16.7,POINT (-76.8957452240516 37.7190815706276)
KS,Kansas,Cheyenne,20023,2636,14.8,38.0,11.4,17.7,14.9,POINT (-101.731862459351 39.7858054662886)
IL,Illinois,Tazewell,17179,129541,11.2,36.3,6.9,13.5,11.6,POINT (-89.5134097940558 40.5075460073332)
SD,South Dakota,Sanborn,46111,2399,12.6,36.3,9.3,16.1,,POINT (-98.0910103551739 44.0234869961253)
GA,Georgia,Lee,13177,33872,11.8,39.2,10.5,13.1,13.8,POINT (-84.1404840374699 31.7797631129243)
MS,Mississippi,Grenada,28043,21065,17.6,46.1,12.3,18.5,25.5,POINT (-89.80155075446 33.7699321051446)
WV,West Virginia,Jackson,54035,27593,17.2,42.8,8.2,19.7,15.6,POINT (-81.6747031647578 38.8344945109186)
TN,Tennessee,Franklin,47051,44654,13.9,35.0,10.9,17.7,,POINT (-86.0918698970429 35.1549514186038)
OH,Ohio,Highland,39071,43614,14.7,41.3,9.0,19.5,15.2,POINT (-83.6009281179684 39.1846774295258)
IL,Illinois,Kankakee,17091,105940,13.0,39.8,9.9,14.7,17.4,POINT (-87.8618075697507 41.1377350724182)
MS,Mississippi,Clarke,28023,15228,17.8,38.6,11.7,19.0,23.5,POINT (-88.6894559971703 32.0414239668405)
OH,Ohio,Butler,39017,393043,12.5,39.0,7.9,14.6,13.5,POINT (-84.5755446176036 39.4386549224371)
OK,Oklahoma,Pushmataha,40127,10800,17.7,39.1,12.2,23.6,24.1,POINT (-95.375998987891 34.416281814947)
OR,Oregon,Union,41061,25944,12.2,35.8,8.1,13.7,,POINT (-118.008922920464 45.3104778982292)
GA,Georgia,Toombs,13279,27040,15.5,40.6,16.6,17.5,22.8,POINT (-82.3312358596009 32.1214347307346)
NY,New York,Delaware,36025,44410,12.5,32.8,6.5,14.5,14.3,POINT (-74.9667582288989 42.198267276808)
IL,Illinois,Jefferson,17081,36320,13.0,39.8,8.4,16.1,15.4,POINT (-88.9239770198655 38.3004858334764)
MO,Missouri,Scott,29201,37889,13.4,38.1,9.8,19.2,17.1,POINT (-89.568893407205 37.053398059801)
NE,Nebraska,Holt,31089,10093,12.9,38.4,9.2,14.3,11.6,POINT (-98.7837937755816 42.4555887172756)
GA,Georgia,Mitchell,13205,21114,18.4,45.1,16.0,19.3,27.0,POINT (-84.1949969554577 31.2247787477769)
TX,Texas,Gonzales,48177,19930,16.0,39.4,25.8,15.8,,POINT (-97.4924120761723 29.4565232169214)
WV,West Virginia,Putnam,54079,56962,14.1,38.3,6.9,16.3,11.9,POINT (-81.9090313136704 38.5086607909013)
NC,North Carolina,Hertford,37091,19453,18.9,42.5,12.9,17.6,26.8,POINT (-76.9818607276757 36.3588871196747)
NM,New Mexico,Lea,35025,72101,12.0,37.0,21.6,14.8,26.4,POINT (-103.41236291919 32.7921657831422)
NJ,New Jersey,Passaic,34031,513395,12.7,31.0,18.3,12.3,22.4,POINT (-74.300886244069 41.0345539972896)
OK,Oklahoma,Le Flore,40079,49596,15.1,40.3,12.7,21.9,22.6,POINT (-94.70328856369 34.9005046634998)
MD,Maryland,Talbot,24041,37823,13.1,30.1,7.7,10.9,11.2,POINT (-76.1036585424553 38.7700379010208)
SC,South Carolina,Lexington,45063,309528,12.3,36.2,10.7,13.0,14.7,POINT (-81.2723623256015 33.9025231108699)
OH,Ohio,Perry,39127,35551,14.3,38.6,8.8,19.3,14.8,POINT (-82.2371873934768 39.7377614698385)
ND,North Dakota,Stutsman,38093,21392,10.9,39.7,7.9,15.3,11.4,POINT (-98.9588320811565 46.9792224570658)
MS,Mississippi,Lowndes,28087,57283,15.5,37.5,11.0,15.9,21.9,POINT (-88.4433972982041 33.4730656090566)
TX,Texas,Burnet,48053,53991,13.5,35.3,14.7,13.1,,POINT (-98.1823187653699 30.7885222390925)
MD,Maryland,Howard,24027,336001,10.4,30.0,5.7,7.4,9.4,POINT (-76.9308970282026 39.2502169624857)
ID,Idaho,Payette,16075,27279,11.8,31.4,13.5,14.3,15.6,POINT (-116.760636913533 44.0064328596574)
OH,Ohio,Jefferson,39081,64026,15.1,42.5,8.0,17.6,14.4,POINT (-80.7611246090452 40.3850232178899)
TX,Texas,La Salle,48283,6537,15.5,38.8,39.7,15.3,,POINT (-99.0991054455239 28.3447439568523)
NY,New York,Westchester,36119,990817,10.5,26.0,7.5,9.2,12.4,POINT (-73.7558565589806 41.1617989776323)
MT,Montana,Sanders,30089,13684,13.7,34.9,10.5,16.6,13.6,POINT (-115.133410637731 47.67485749039)
MT,Montana,Fallon,30025,2994,10.2,31.4,9.1,14.3,11.1,POINT (-104.417488264444 46.3342013786752)
WA,Washington,Pacific,53049,24200,14.9,36.4,8.5,13.1,,POINT (-123.705526977151 46.5554327139802)
TN,Tennessee,Humphreys,47085,19209,15.0,41.2,12.1,20.6,,POINT (-87.7755303561665 36.041205154577)
TX,Texas,Jim Wells,48249,38662,18.0,40.6,32.9,14.6,,POINT (-98.0898636168102 27.7313571296444)
IL,Illinois,Saline,17165,22873,13.5,40.3,8.3,16.7,15.5,POINT (-88.5408109499033 37.7531642187375)
KS,Kansas,Riley,20161,71402,7.2,26.4,9.3,11.8,13.4,POINT (-96.735150227287 39.2963177217444)
RI,Rhode Island,Washington,44009,129982,9.0,27.0,4.9,9.5,8.4,POINT (-71.6233119991938 41.4692971384544)
LA,Louisiana,Red River,22081,7356,19.8,43.9,11.1,23.2,31.5,POINT (-93.3400554898866 32.0931744035427)
GA,Georgia,Worth,13321,20273,16.9,38.9,14.2,18.9,21.8,POINT (-83.8509955457944 31.5513177333571)
NE,Nebraska,Washington,31177,21152,10.7,41.2,7.0,12.2,8.9,POINT (-96.2222040629342 41.5309617546696)
CA,California,Mono,6051,13066,10.5,31.2,8.2,11.7,13.2,POINT (-118.887441843869 37.9391655989695)
IN,Indiana,Carroll,18015,20525,13.9,41.6,8.7,17.5,13.3,POINT (-86.5631490017914 40.5827244455324)
UT,Utah,Carbon,49007,20609,12.8,35.0,11.8,11.9,16.2,POINT (-110.589301278449 39.6480541147278)
AK,Alaska,Yukon-Koyukuk,2290,5129,16.5,36.9,13.5,27.4,29.6,POINT (-151.390098989755 65.5085661031514)
MS,Mississippi,DeSoto,28033,193247,12.4,37.3,9.7,13.9,17.0,POINT (-89.9911841534087 34.8754384568601)
IL,Illinois,Fayette,17051,21164,12.7,39.8,9.8,17.4,17.1,POINT (-89.0242017633246 39.0000991125274)
IA,Iowa,Ida,19093,6833,12.4,41.0,7.4,16.0,11.9,POINT (-95.5135119987571 42.3869647701318)
NM,New Mexico,Socorro,35053,15963,15.7,36.2,18.0,15.5,25.5,POINT (-106.93020767439 34.0074096137216)
WA,Washington,Island,53029,86267,10.2,31.3,7.1,9.5,,POINT (-122.54942372127 48.1637480486436)
MN,Minnesota,Carlton,27017,36825,11.7,38.8,8.0,16.2,11.7,POINT (-92.6766788903511 46.592180259463)
TN,Tennessee,Rutherford,47149,367101,10.9,37.9,11.3,14.6,,POINT (-86.4173008190105 35.8422400415262)
GA,Georgia,Baldwin,13009,43396,15.3,38.7,13.6,15.8,22.3,POINT (-83.249810116719 33.0696572776403)
IL,Illinois,Lawrence,17101,14813,12.8,40.7,10.6,17.6,18.0,POINT (-87.7269587583834 38.7204573069594)
NJ,New Jersey,Atlantic,34001,275213,12.7,30.7,11.9,12.9,16.2,POINT (-74.6614046747052 39.4779411555213)
MI,Michigan,Houghton,26061,37599,10.0,33.7,6.2,13.1,12.8,POINT (-88.6874092291116 46.8980091892674)
TN,Tennessee,DeKalb,47041,21225,15.9,40.4,14.4,22.2,,POINT (-85.832699687632 35.979986125338)
VA,Virginia,Hopewell,51670,22752,17.7,45.8,13.6,20.3,28.6,POINT (-77.2999819415793 37.2914251054823)
OH,Ohio,Van Wert,39161,28704,13.2,37.3,8.1,16.5,12.2,POINT (-84.5861187587366 40.8554297690305)
MO,Missouri,Stone,29209,32658,15.6,41.1,8.4,17.3,12.3,POINT (-93.4559770841609 36.7469584782323)
KS,Kansas,Sumner,20191,22334,12.4,39.9,8.9,16.8,12.6,POINT (-97.4769068758362 37.2371328924638)
